cohort,dimension,label,count
texts,content,text 501,1
texts,content,text believe,1
texts,content,text puusnc vie bus rivier,1
texts,font_style,condensed,1
texts,font_style,sans,2
texts,font_style,unknown,18
texts,legibility,illegible,10
texts,legibility,legible text,2
texts,legibility,not legible,5
texts,legibility,partially legible,2
texts,legibility,uncertain,1
texts,plane,text on background,5
texts,plane,text on foreground,6
texts,plane,text on midground,9
texts,side,text on center,13
texts,side,text on left,4
texts,side,text on right,3
uncertainty,note,advertising strip panel text above windshield largely illegible,1
uncertainty,note,background roadway details blurred vehicles not identifiable,1
uncertainty,note,blurred pedestrian figures indistinct,1
uncertainty,note,cap patch details but not legible,1
uncertainty,note,ceiling stickers text illegible due to distance,1
uncertainty,note,chest mounted device uncertain radio fare device,1
uncertainty,note,chest patch text but not legible,1
uncertainty,note,dashboard control labels instrument readouts not legible,1
uncertainty,note,distant building details blurred,1
uncertainty,note,distant vehicle make model license not identifiable,1
uncertainty,note,embroidered uniform patch lettering not readable,1
uncertainty,note,enumeration constrained descriptive preserved,1
uncertainty,note,exact aisle width floor surface details not provided,1
uncertainty,note,exterior license plate area not legible,1
uncertainty,note,exterior scene motion blur making background details indiscernible,1
uncertainty,note,exterior storefront posters illegible,1
uncertainty,note,facial not specified,1
uncertainty,note,front license plate 501 partially illegible,1
uncertainty,note,heavily blurred objects marked as indiscernible,1
uncertainty,note,lower body bag strap partially occluded,1
uncertainty,note,lower dashboard yellow sticker text partially illegible,1
uncertainty,note,lower left background indiscernible dark object near wheel arch,1
uncertainty,note,overhead display text blurred illegible,1
uncertainty,note,overhead electronic panel text partially occluded low resolution,1
uncertainty,note,overhead sticker text but not legible,1
uncertainty,note,overhead white placard text illegible,1
uncertainty,note,overhead yellow sign text illegible,1
uncertainty,note,passenger area beyond right seat back out of frame,1
uncertainty,note,possible small items on dashboard too small to identify,1
uncertainty,note,possible small objects near lower right dashboard not identifiable,1
uncertainty,note,precise vehicle registration details not visible,1
uncertainty,note,rear passenger area partially occluded,1
uncertainty,note,rear vehicle area indiscernible blur omitted,1
uncertainty,note,right side window exterior blurred objects indiscernible,1
uncertainty,note,roof top yellow sign text partially occluded,1
uncertainty,note,shoulder patch wording partially occluded not fully legible,1
uncertainty,note,small chrome grille emblem not legible,1
uncertainty,note,small dark device near steering column not identifiable,1
uncertainty,note,small instrument labels illegible,1
uncertainty,note,small interior items visible through windows blurred,1
uncertainty,note,small objects near center console partially occluded,1
uncertainty,note,small objects under driver seat indiscernible blur,1
uncertainty,note,small red distant vehicle partially occluded,1
uncertainty,note,small white chest text but not legible,1
uncertainty,note,time of day not definitive ambient light suggests daytime,1
uncertainty,note,tokens described qualitatively enum mapping omitted,1
uncertainty,note,unknown,24
uncertainty,note,yellow ceiling placard texts partially occluded,1
