cohort,dimension,label,count
uncertainty,reason,lower stage floor details occluded by performer crop,1
uncertainty,reason,many small distant decorative objects in blurred background omitted specifics,18
uncertainty,reason,microphone brand label partly visible but illegible,1
uncertainty,reason,person 2 details largely indiscernible due to blur cropping,1
uncertainty,reason,printed labels small text on instrument hardware not legible,1
uncertainty,reason,right hand fingertip details occluded by motion blur,1
uncertainty,reason,seating surface lower body support out of frame,1
uncertainty,reason,several foreground right metallic elements motion blurred and indiscernible,1
uncertainty,reason,small dark cable connector type not identifiable,1
uncertainty,reason,small immediate surroundings pocket contents not visible,1
uncertainty,reason,small items beneath keyboard floor cables pedals partially occluded,1
uncertainty,reason,small items on deck bench not visible or indiscernible,1
uncertainty,reason,small metallic emblem on blazer lapel partially occluded,1
uncertainty,reason,time of day uncertain warm window light suggests daytime,1
uncertainty,reason,unknown,14
