cohort,dimension,label,count
objects,type,straw bales,1
objects,type,straw bundle,1
objects,type,structure,2
objects,type,tilled soil,1
objects,type,tree canopies,1
objects,type,tree line,1
objects,type,vegetation,2
objects,type,vehicle,2
people,activities,hands resting or gathering straw,1
people,activities,holding basket,1
people,activities,holding hand tool,1
people,activities,holding straw bundle,2
people,activities,looking toward camera viewer,3
people,activities,manipulating plants,1
people,activities,resting,1
people,activities,standing still,1
people,activities,supporting produce,1
people,activities,tending crops,1
people,age_range,older adult,10
people,clothing_color,black,4
people,clothing_color,blue,10
people,clothing_color,brown,3
people,clothing_color,gray,1
people,clothing_color,green,1
people,clothing_color,red,1
people,clothing_color,tan,2
people,clothing_color,white,3
people,clothing_garment,apron,1
people,clothing_garment,hat,1
people,clothing_garment,overalls,7
people,clothing_garment,shirt,7
people,clothing_garment,suspenders,2
people,clothing_garment,trousers,2
people,clothing_garment,work boots,1
people,eyewear_present,no,10
people,facial_hair_color,black,4
people,facial_hair_color,gray,12
people,facial_hair_color,white,4
people,facial_hair_present,yes,8
people,facial_hair_style,full beard,1
people,facial_hair_style,mustache,2
people,facial_hair_style,short beard,1
people,facial_hair_style,sideburns,1
people,facial_hair_style,stubble,4
people,gaze_direction,down,2
people,gaze_direction,right,1
people,gaze_direction,up,6
people,gender_presentation,male,10
people,hair_color,black,1
people,hair_color,gray,9
people,hair_present,yes,9
people,hair_style,short,9
people,head_covering_color,beige,2
people,head_covering_color,black,3
people,head_covering_color,brown,1
people,head_covering_color,darkblue,1
people,head_covering_color,tan,3
people,head_covering_color,tomato,3
people,head_covering_present,yes,10
people,head_covering_type,generic hat,1
people,head_covering_type,straw hat merged variants,8
people,head_covering_type,wide brimmed hat unspecified,1
people,head_covering_type,wide brimmed sun hat,1
people,occlusions,partial occlusion,10
people,orientation,front,5
people,orientation,three quarter,3
people,orientation,unknown,1
people,pose,arms crossed,1
people,pose,crouched,1
people,pose,crouching alt token,1
people,pose,forearms resting on knees,1
people,pose,hands loose,1
people,pose,kneeling right knee,1
people,pose,leaning forward,1
people,pose,left knee raised,1
people,pose,low,1
people,pose,relaxed,3
people,pose,seated,1
people,pose,slightly forward leaning,1
people,pose,standing,2
people,pose,steady torso,1
people,pose,three quarter torso,1
people,pose,upright,6
people,pose,upright kneeling,1
people,pose,upright relaxed,1
people,role_hint,appears agricultural worker,2
people,role_hint,farm worker,3
people,role_hint,farmer,2
people,skin_tone,light,4
people,skin_tone,medium,6
safety,hazards,no detected,8
safety,nsfw,no content,10
texts,font_style,unknown,1
texts,legibility,illegible text,1
texts,plane,text in foreground,1
texts,side,text center,1
uncertainty,token,distant round hay bales approximate 3 4,1
uncertainty,token,distant tree line heavily blurred species indiscernible,28
uncertainty,token,exact livestock count approximate dozens,1
uncertainty,token,exact time not precisely known late afternoon early evening suggested,1
uncertainty,token,exact tomato count in basket approximate 25 30,1
uncertainty,token,lower legs footwear out of frame,8
uncertainty,token,number of wooden stake posts approximate 3 4 and partially visible,1
uncertainty,token,out of focus foreground areas may contain blurred straw bundles or small debris indiscernible,1
uncertainty,token,small garment detail strap material partially occluded,1
uncertainty,token,unknown,15
