cohort,dimension,label,count
objects,material,synthetic,1
objects,material,unknown,6
objects,material,wood,10
objects,plane,background,26
objects,plane,foreground,32
objects,plane,midground,21
objects,plane_distribution,background,26
objects,plane_distribution,foreground,32
objects,plane_distribution,midground,21
objects,side,center,43
objects,side,left,20
objects,side,right,13
objects,side,unknown,3
objects,side_distribution,center,43
objects,side_distribution,left,20
objects,side_distribution,right,13
objects,side_distribution,unknown,3
objects,size_class,large,12
objects,size_class,medium,15
objects,size_class,small,28
objects,size_class,standard,1
objects,size_class,varied,1
objects,state,closed,6
objects,state,contains water,2
objects,state,face down or idle,1
objects,state,lying,1
objects,state,open,1
objects,state,out focus,1
objects,state,partially occluded,2
objects,state,partially visible,1
objects,state,screen dark,1
objects,state,screen off,1
objects,state,stacked,1
objects,state,static,8
objects,state,transparent,1
objects,state,unknown,3
objects,state,upright,1
objects,texture,breathable mesh,1
objects,texture,draped,1
objects,texture,glossy,8
objects,texture,matte,8
objects,texture,padded,1
objects,texture,polished,3
objects,texture,reflective,4
objects,texture,slightly textured,1
objects,texture,smooth,40
objects,texture,smooth glass,1
objects,texture,stitched,1
objects,texture,textured,4
objects,texture,textured inset,1
objects,texture,textured mesh,1
objects,texture,wood grain,1
objects,type,accessory,5
objects,type,architectural,2
objects,type,architectural element,2
objects,type,architecture,4
objects,type,book like,1
objects,type,cable trough,1
objects,type,chair,8
objects,type,consumable,2
objects,type,decor,3
objects,type,desktop accessory,1
objects,type,device,3
objects,type,dishware,1
objects,type,document folio,1
objects,type,document singular token,2
objects,type,documents,1
objects,type,documents plural token,2
objects,type,electronic,4
objects,type,electronic device,3
objects,type,electronic normalized from electronic electronics,3
objects,type,electronics devices,1
objects,type,electronics plural,2
objects,type,fixture,4
objects,type,folio document holder,1
objects,type,furniture,30
objects,type,generic,8
objects,type,glassware,1
objects,type,light fixture,2
objects,type,mail,1
objects,type,mug,1
objects,type,notebook,2
objects,type,object,4
objects,type,object generic,8
objects,type,office chair,27
objects,type,office supply,2
objects,type,panel,1
objects,type,paper,3
objects,type,paperwork,1
objects,type,partition,1
objects,type,plant,4
objects,type,scene element,1
objects,type,seating,1
objects,type,stationery,6
objects,type,structural element,1
objects,type,surface floor etc,1
objects,type,table,8
objects,type,table port,1
objects,type,tabletop,1
objects,type,tableware,1
objects,type,wall,1
objects,type,wall art,1
objects,type,window,4
objects,type,window panel,25
objects,type,windows plural token,1
people,age_range,middle aged,33
people,age_range,older adult,3
people,age_range,unknown,6
people,age_range,young adult,11
people,clothing_color,black,6
people,clothing_color,blue,18
people,clothing_color,gray,2
people,clothing_color,pink,1
people,clothing_color,white,9
people,clothing_color_aggregate,black,13
people,clothing_color_aggregate,blue,29
people,clothing_color_aggregate,gray,16
people,clothing_color_aggregate,red,2
people,clothing_color_aggregate,white,16
people,clothing_condition_aggregate,crisp,1
people,clothing_condition_aggregate,good,20
people,clothing_condition_aggregate,neat,5
people,clothing_condition_aggregate,partially occluded,2
people,clothing_condition_aggregate,pressed,1
people,clothing_condition_aggregate,pristine,1
people,clothing_condition_aggregate,unknown,47
people,clothing_condition_aggregate,well maintained,1
people,clothing_material,cotton,8
people,clothing_material,crisp fabric,1
people,clothing_material,leather,1
people,clothing_material,silk,4
people,clothing_material,smooth,2
people,clothing_material,smooth woven,1
people,clothing_material,unknown,2
people,clothing_material,wool,6
people,clothing_material,wool blend,1
people,clothing_material_aggregate,business suit,2
people,clothing_material_aggregate,cotton,18
people,clothing_material_aggregate,silk,8
people,clothing_material_aggregate,tailored fabric,3
people,clothing_material_aggregate,textured knit,1
people,clothing_material_aggregate,unknown,23
people,clothing_material_aggregate,wool,15
people,clothing_material_aggregate,wool blend,2
people,clothing_texture_aggregate,crisp,1
people,clothing_texture_aggregate,lustrous,1
people,clothing_texture_aggregate,pinstripe,1
people,clothing_texture_aggregate,smooth,52
people,clothing_texture_aggregate,subtle,1
people,clothing_texture_aggregate,subtle pattern,1
people,clothing_texture_aggregate,textured,2
people,eyewear_frame_color,black,4
people,eyewear_frame_color,black frames,8
people,eyewear_frame_color,dark blue frames,1
people,eyewear_present,no,34
people,eyewear_present,unknown,6
people,eyewear_present,yes,13
people,eyewear_type,eyeglasses,1
people,eyewear_type,prescription,1
people,eyewear_type,rectangular glasses,7
people,eyewear_type,thin framed glasses,4
people,eyewear_type,unknown,1
people,facial_hair_color,black,9
people,facial_hair_color,dark blue,1
people,facial_hair_color,gray,1
people,facial_hair_present,no,33
people,facial_hair_present,unknown,8
people,facial_hair_present,yes,12
people,facial_hair_style,light stubble,1
people,facial_hair_style,stubble,1
people,facial_hair_style,trimmed beard,6
people,facial_hair_style,trimmed stubble,3
people,gender_presentation,female,12
people,gender_presentation,male,40
people,gender_presentation,unknown,1
people,hair_color,black,12
people,hair_color,brown,22
people,hair_color,gray,16
people,hair_color,maroon,1
people,hair_color,pink,2
people,hair_color,white,1
people,hair_present,unknown,2
people,hair_present,yes,51
people,hair_style,long,9
people,hair_style,shaved,1
people,hair_style,short,38
people,hair_style,straight,8
people,hair_style,unknown,4
people,hair_style,wavy,1
people,head_covering_present,no,51
people,head_covering_present,unknown,2
people,role_hint,appears meeting leader,1
people,role_hint,appears office executive,1
people,role_hint,appears office worker,2
people,role_hint,corporate businessperson,3
people,role_hint,corporate executive,3
people,role_hint,presenter corporate representative,1
people,role_hint,unknown,10
people,skin_tone,light,45
people,skin_tone,medium,6
people,skin_tone,unknown,2
safety,hazards,no,6
safety,hazards,no detected,7
safety,hazards,unknown,7
safety,nsfw,no content,20
safety,nsfw,unknown,10
texts,font_style,unknown,14
texts,legibility,illegible,6
texts,legibility,not legible,14
texts,legibility,partially illegible,2
texts,legibility,unreadable,1
texts,plane,background,2
texts,plane,foreground,10
texts,plane,midground,2
texts,plane,text in background,2
texts,plane,text in foreground,10
texts,plane,text in midground,2
texts,side,center,1
texts,side,left,4
texts,side,text center,6
texts,side,text left,2
texts,side,text on center,1
texts,side,text on left,4
texts,side,text right,1
uncertainty,note,ambiguous back wall element window vs print,1
uncertainty,note,approximate chair count 11 12,1
uncertainty,note,approximate count of executive chairs 5 6,1
uncertainty,note,approximate count of folded meeting agendas 6,1
uncertainty,note,approximate counts of black mesh executive chairs 3 4,1
uncertainty,note,exact chair frame material uncertain,1
uncertainty,note,exterior building details blurred occluded,12
uncertainty,note,facial features of person 1 unreadable,1
uncertainty,note,facial for person 1 not discernible,1
uncertainty,note,lower body chair base occluded by tabletop,21
uncertainty,note,lower body of subject out of frame,1
uncertainty,note,person 2 face gaze cannot be determined,1
uncertainty,note,plant pot material uncertain ceramic vs plastic,1
uncertainty,note,precise necktie pattern not legible,1
uncertainty,note,reflections obscure ceiling fixture details,1
uncertainty,note,screen chart text not legible,1
uncertainty,note,second framed artwork partially occluded,1
uncertainty,note,small tabletop items unclear,1
uncertainty,note,small textual labels not legible,1
uncertainty,note,two small dark objects on credenza not identifiable,1
uncertainty,note,unknown,22
uncertainty,token,background right peripheral items unidentified,1
uncertainty,token,chair count per side approximate,1
uncertainty,token,contents drinking glasses count approx two three,1
uncertainty,token,device brand model markings not visible,1
uncertainty,token,device screen contents not visible,1
uncertainty,token,exact ages demographics approximate visually inferred,1
uncertainty,token,facial expression gaze not visible due to occlusion,1
uncertainty,token,faint reflection ghosting produces double image effect,1
uncertainty,token,flag emblem exact colors partially occluded,1
uncertainty,token,lower bodies footwear mostly occluded,1
uncertainty,token,lower body clothing footwear partially occluded,1
uncertainty,token,peripheral blurred details omitted,1
uncertainty,token,small dark circular device near midtable left partially occluded,1
uncertainty,token,small dark gray rectangular object partially occluded,1
uncertainty,token,small dark rectangular device partially occluded in foreground center,1
uncertainty,token,small electronic device midground left partially occluded,1
uncertainty,token,small items near foreground left partially occluded,1
uncertainty,token,small printed text sheets illegible,11
uncertainty,token,small tabletop items not individually distinguishable,1
uncertainty,token,small wall mounted device identification uncertain,1
uncertainty,token,some faces hands partially occluded or cropped,8
uncertainty,token,unknown,31
uncertainty,token,wristwatch brand face details partially occluded,1
uncertainty,token,wristwatch brand model not legible,1
