cohort,standardized_dimension,standardized_label,count,bins
environment,openness,closed,1,4
environment,openness,moderate,1,4
environment,openness,open,7,4
environment,openness,open but controlled,1,4
environment,spatial_depth,deep,3,4
environment,spatial_depth,moderate,4,4
environment,spatial_depth,moderate deep,1,4
environment,spatial_depth,shallow,2,4
environment,spatial_layout_depth,deep,4,2
environment,spatial_layout_depth,moderate,4,2
environment,spatial_layout_openness,moderate,1,3
environment,spatial_layout_openness,moderately open,2,3
environment,spatial_layout_openness,open,5,3
environment,time_of_day_hint,afternoon,2,1
environment,walls_color,black,1,10
environment,walls_color,brown,6,10
environment,walls_color,darkblue,1,10
environment,walls_color,darkslategrey,1,10
environment,walls_color,gray,5,10
environment,walls_color,mediumpurple,1,10
environment,walls_color,mediumseagreen,1,10
environment,walls_color,palegreen,1,10
environment,walls_color,pink,1,10
environment,walls_color,white,1,10
environment,walls_material,drywall,1,13
environment,walls_material,fabric,1,13
environment,walls_material,glass,4,13
environment,walls_material,metal,2,13
environment,walls_material,metal mullion,1,13
environment,walls_material,paint,1,13
environment,walls_material,painted plaster or metal,1,13
environment,walls_material,plaster,1,13
environment,walls_material,ribbed wall paneling,1,13
environment,walls_material,wood,2,13
environment,walls_material,wood paneling,1,13
environment,walls_material,wood slats,1,13
environment,walls_material,wood veneer,4,13
environment,walls_texture,faint horizontal screen,1,7
environment,walls_texture,reflective,2,7
environment,walls_texture,ribbed,1,7
environment,walls_texture,smooth,16,7
environment,walls_texture,textured,1,7
environment,walls_texture,veneered,1,7
environment,walls_texture,vertical grain,2,7
environment,weather,clear,2,3
environment,weather,cloudy,2,3
environment,weather,overcast,2,3
lighting,artifacts,double image reflection,1,16
lighting,artifacts,glare glass,1,16
lighting,artifacts,mild bloom,1,16
lighting,artifacts,minimal visible,1,16
lighting,artifacts,minimal visible digital,1,16
lighting,artifacts,minor reflection framed glass,1,16
lighting,artifacts,no lens flare,1,16
lighting,artifacts,no strong lens flare observed,1,16
lighting,artifacts,reflections ceiling panels,1,16
lighting,artifacts,reflections table,2,16
lighting,artifacts,soft reflections table glass,1,16
lighting,artifacts,specular highlights polished table wood panel,1,16
lighting,artifacts,specular highlights table,1,16
lighting,artifacts,specular reflections on eyeglass lenses,2,16
lighting,artifacts,specular reflections on tabletop,3,16
lighting,artifacts,table specular reflections,1,16
lighting,color_temperature,cool,18,3
lighting,color_temperature,neutral,8,3
lighting,color_temperature,warm,2,3
lighting,contrast_level,medium,24,1
lighting,directionality,backlight,12,3
lighting,directionality,side light,8,3
lighting,directionality,top light,18,3
lighting,hardness,hard light,1,2
lighting,hardness,soft light,35,2
lighting,saturation_level,neutral,8,2
lighting,saturation_level,vivid,26,2
lighting,shadows,hard,1,2
lighting,shadows,soft,28,2
lighting,sources_count,four or more,11,4
lighting,sources_count,one source,12,4
lighting,sources_count,three,1,4
lighting,sources_count,two,1,4
lighting,sources_type,artificial light source,19,1
objects,color,beige,1,13
objects,color,black,27,13
objects,color,brown,12,13
objects,color,darkblue,7,13
objects,color,darkgreen,1,13
objects,color,darkslategrey,2,13
objects,color,gray,13,13
objects,color,green,1,13
objects,color,ivory,1,13
objects,color,mediumpurple,3,13
objects,color,pink,1,13
objects,color,silver,3,13
objects,color,white,13,13
objects,condition,clean,10,11
objects,condition,closed,1,11
objects,condition,good,20,11
objects,condition,healthy,1,11
objects,condition,intact,1,11
objects,condition,minimal surface wear,2,11
objects,condition,pristine,2,11
objects,condition,scattered,1,11
objects,condition,smudged,1,11
objects,condition,upright,1,11
objects,condition,well maintained,5,11
objects,finish,closed,1,8
objects,finish,glass covered,2,8
objects,finish,glazed,1,8
objects,finish,glossy,10,8
objects,finish,matte,10,8
objects,finish,polished,5,8
objects,finish,reflective,4,8
objects,finish,transparent,3,8
objects,material,acoustic panel,1,16
objects,material,aluminum,1,16
objects,material,cardstock,1,16
objects,material,ceramic,2,16
objects,material,chrome,1,16
objects,material,cloth bound,1,16
objects,material,faux leather,1,16
objects,material,glass,14,16
objects,material,leather,12,16
objects,material,mesh,3,16
objects,material,metal,13,16
objects,material,paper,13,16
objects,material,plastic,11,16
objects,material,steel,1,16
objects,material,synthetic,1,16
objects,material,wood,10,16
objects,plane,background,26,6
objects,plane,foreground,32,6
objects,plane,midground,21,6
objects,plane_distribution,background,26,3
objects,plane_distribution,foreground,32,3
objects,plane_distribution,midground,21,3
objects,side,center,43,8
objects,side,left,20,8
objects,side,right,13,8
objects,side_distribution,center,43,3
objects,side_distribution,left,20,3
objects,side_distribution,right,13,3
objects,size_class,large,12,5
objects,size_class,medium,15,5
objects,size_class,small,28,5
objects,size_class,standard,1,5
objects,size_class,varied,1,5
objects,state,closed,6,14
objects,state,contains water,2,14
objects,state,face down or idle,1,14
objects,state,lying,1,14
objects,state,open,1,14
objects,state,out focus,1,14
objects,state,partially occluded,2,14
objects,state,partially visible,1,14
objects,state,screen dark,1,14
objects,state,screen off,1,14
objects,state,stacked,1,14
objects,state,static,8,14
objects,state,transparent,1,14
objects,state,upright,1,14
objects,texture,breathable mesh,1,15
objects,texture,draped,1,15
objects,texture,glossy,8,15
objects,texture,matte,8,15
objects,texture,padded,1,15
objects,texture,polished,3,15
objects,texture,reflective,4,15
objects,texture,slightly textured,1,15
objects,texture,smooth,40,15
objects,texture,smooth glass,1,15
objects,texture,stitched,1,15
objects,texture,textured,4,15
objects,texture,textured inset,1,15
objects,texture,textured mesh,1,15
objects,texture,wood grain,1,15
objects,type,accessory,5,51
objects,type,architectural element,2,51
objects,type,architecture,6,51
objects,type,book like,1,51
objects,type,cable trough,1,51
objects,type,chair,8,51
objects,type,consumable,2,51
objects,type,decor,3,51
objects,type,desktop accessory,1,51
objects,type,device,3,51
objects,type,dishware,1,51
objects,type,document folio,1,51
objects,type,document singular token,2,51
objects,type,documents,1,51
objects,type,documents plural token,2,51
objects,type,electronic,4,51
objects,type,electronic device,4,51
objects,type,electronic normalized from electronic electronics,3,51
objects,type,electronics plural,2,51
objects,type,fixture,4,51
objects,type,folio document holder,1,51
objects,type,furniture,30,51
objects,type,generic,8,51
objects,type,glassware,1,51
objects,type,light fixture,2,51
objects,type,mail,1,51
objects,type,mug,1,51
objects,type,notebook,2,51
objects,type,object,4,51
objects,type,object generic,8,51
objects,type,office chair,27,51
objects,type,office supply,2,51
objects,type,panel,1,51
objects,type,paper,3,51
objects,type,paperwork,1,51
objects,type,partition,1,51
objects,type,plant,4,51
objects,type,scene element,1,51
objects,type,seating,1,51
objects,type,stationery,6,51
objects,type,structural element,1,51
objects,type,surface floor etc,1,51
objects,type,table,8,51
objects,type,table port,1,51
objects,type,tabletop,1,51
objects,type,tableware,1,51
objects,type,wall,1,51
objects,type,wall art,1,51
objects,type,window,4,51
objects,type,window panel,25,51
objects,type,windows plural token,1,51
people,age_range,middle aged,33,3
people,age_range,older adult,3,3
people,age_range,young adult,11,3
people,clothing_color,black,6,5
people,clothing_color,blue,18,5
people,clothing_color,gray,2,5
people,clothing_color,pink,1,5
people,clothing_color,white,9,5
people,clothing_color_aggregate,black,13,5
people,clothing_color_aggregate,blue,29,5
people,clothing_color_aggregate,gray,16,5
people,clothing_color_aggregate,red,2,5
people,clothing_color_aggregate,white,16,5
people,clothing_condition_aggregate,crisp,1,7
people,clothing_condition_aggregate,good,20,7
people,clothing_condition_aggregate,neat,5,7
people,clothing_condition_aggregate,partially occluded,2,7
people,clothing_condition_aggregate,pressed,1,7
people,clothing_condition_aggregate,pristine,1,7
people,clothing_condition_aggregate,well maintained,1,7
people,clothing_material,cotton,8,8
people,clothing_material,crisp fabric,1,8
people,clothing_material,leather,1,8
people,clothing_material,silk,4,8
people,clothing_material,smooth,2,8
people,clothing_material,smooth woven,1,8
people,clothing_material,wool,6,8
people,clothing_material,wool blend,1,8
people,clothing_material_aggregate,business suit,2,7
people,clothing_material_aggregate,cotton,18,7
people,clothing_material_aggregate,silk,8,7
people,clothing_material_aggregate,tailored fabric,3,7
people,clothing_material_aggregate,textured knit,1,7
people,clothing_material_aggregate,wool,15,7
people,clothing_material_aggregate,wool blend,2,7
people,clothing_texture_aggregate,crisp,1,7
people,clothing_texture_aggregate,lustrous,1,7
people,clothing_texture_aggregate,pinstripe,1,7
people,clothing_texture_aggregate,smooth,52,7
people,clothing_texture_aggregate,subtle,1,7
people,clothing_texture_aggregate,subtle pattern,1,7
people,clothing_texture_aggregate,textured,2,7
people,eyewear_frame_color,black,4,3
people,eyewear_frame_color,black frames,8,3
people,eyewear_frame_color,dark blue frames,1,3
people,eyewear_present,no,34,2
people,eyewear_present,yes,13,2
people,eyewear_type,eyeglasses,1,4
people,eyewear_type,prescription,1,4
people,eyewear_type,rectangular glasses,7,4
people,eyewear_type,thin framed glasses,4,4
people,facial_hair_color,black,9,3
people,facial_hair_color,dark blue,1,3
people,facial_hair_color,gray,1,3
people,facial_hair_present,no,33,2
people,facial_hair_present,yes,12,2
people,facial_hair_style,light stubble,1,4
people,facial_hair_style,stubble,1,4
people,facial_hair_style,trimmed beard,6,4
people,facial_hair_style,trimmed stubble,3,4
people,gender_presentation,female,12,2
people,gender_presentation,male,40,2
people,hair_color,black,12,6
people,hair_color,brown,22,6
people,hair_color,gray,16,6
people,hair_color,maroon,1,6
people,hair_color,pink,2,6
people,hair_color,white,1,6
people,hair_present,yes,51,1
people,hair_style,long,9,5
people,hair_style,shaved,1,5
people,hair_style,short,38,5
people,hair_style,straight,8,5
people,hair_style,wavy,1,5
people,head_covering_present,no,51,1
people,role_hint,appears meeting leader,1,6
people,role_hint,appears office executive,1,6
people,role_hint,appears office worker,2,6
people,role_hint,corporate businessperson,3,6
people,role_hint,corporate executive,3,6
people,role_hint,presenter corporate representative,1,6
people,skin_tone,light,45,2
people,skin_tone,medium,6,2
safety,hazards,no,6,2
safety,hazards,no detected,7,2
safety,nsfw,no content,20,1
texts,legibility,illegible,6,4
texts,legibility,not legible,14,4
texts,legibility,partially illegible,2,4
texts,legibility,unreadable,1,4
texts,plane,background,2,6
texts,plane,foreground,10,6
texts,plane,midground,2,6
texts,plane,text in background,2,6
texts,plane,text in foreground,10,6
texts,plane,text in midground,2,6
texts,side,center,1,8
texts,side,left,4,8
texts,side,text center,6,8
texts,side,text left,2,8
texts,side,text on center,1,8
texts,side,text on left,4,8
texts,side,text right,1,8
uncertainty,note,ambiguous back wall element window vs print,1,20
uncertainty,note,approximate chair count 11 12,1,20
uncertainty,note,approximate count of executive chairs 5 6,1,20
uncertainty,note,approximate count of folded meeting agendas 6,1,20
uncertainty,note,approximate counts of black mesh executive chairs 3 4,1,20
uncertainty,note,exact chair frame material uncertain,1,20
uncertainty,note,exterior building details blurred occluded,12,20
uncertainty,note,facial features of person 1 unreadable,1,20
uncertainty,note,facial for person 1 not discernible,1,20
uncertainty,note,lower body chair base occluded by tabletop,21,20
uncertainty,note,lower body of subject out of frame,1,20
uncertainty,note,person 2 face gaze cannot be determined,1,20
uncertainty,note,plant pot material uncertain ceramic vs plastic,1,20
uncertainty,note,precise necktie pattern not legible,1,20
uncertainty,note,reflections obscure ceiling fixture details,1,20
uncertainty,note,screen chart text not legible,1,20
uncertainty,note,second framed artwork partially occluded,1,20
uncertainty,note,small tabletop items unclear,1,20
uncertainty,note,small textual labels not legible,1,20
uncertainty,note,two small dark objects on credenza not identifiable,1,20
uncertainty,token,background right peripheral items unidentified,1,23
uncertainty,token,chair count per side approximate,1,23
uncertainty,token,contents drinking glasses count approx two three,1,23
uncertainty,token,device brand model markings not visible,1,23
uncertainty,token,device screen contents not visible,1,23
uncertainty,token,exact ages demographics approximate visually inferred,1,23
uncertainty,token,facial expression gaze not visible due to occlusion,1,23
uncertainty,token,faint reflection ghosting produces double image effect,1,23
uncertainty,token,flag emblem exact colors partially occluded,1,23
uncertainty,token,lower bodies footwear mostly occluded,1,23
uncertainty,token,lower body clothing footwear partially occluded,1,23
uncertainty,token,peripheral blurred details omitted,1,23
uncertainty,token,small dark circular device near midtable left partially occluded,1,23
uncertainty,token,small dark gray rectangular object partially occluded,1,23
uncertainty,token,small dark rectangular device partially occluded in foreground center,1,23
uncertainty,token,small electronic device midground left partially occluded,1,23
uncertainty,token,small items near foreground left partially occluded,1,23
uncertainty,token,small printed text sheets illegible,11,23
uncertainty,token,small tabletop items not individually distinguishable,1,23
uncertainty,token,small wall mounted device identification uncertain,1,23
uncertainty,token,some faces hands partially occluded or cropped,8,23
uncertainty,token,wristwatch brand face details partially occluded,1,23
uncertainty,token,wristwatch brand model not legible,1,23
