cohort,dimension,label,count
people,pose,engaged sweeping posture,1
people,pose,forward leaning,1
people,pose,relaxed,1
people,pose,relaxed standing,2
people,pose,slight forward lean,3
people,pose,slightly bent forward,1
people,pose,slightly forward leaning,2
people,pose,standing,1
people,pose,upright,6
people,activity_pose,airborne,1
people,activity_pose,arm swing,1
people,activity_pose,arms bent,1
people,activity_pose,arms extended,1
people,activity_pose,bent knees,1
people,activity_pose,both feet airborne,1
people,activity_pose,brisk running,1
people,activity_pose,forward leaning,9
people,activity_pose,left foot trailing,1
people,activity_pose,mid stride,6
people,activity_pose,right knee raised,1
people,activity_pose,running,4
people,activity_pose,unknown,3
people,activity_pose,upright,6
people,role_hint,appears cleaner,1
people,role_hint,appears healthcare or service worker,1
people,role_hint,appears healthcare worker nursing cap blue dress,1
people,role_hint,appears nurse,1
people,role_hint,cleaning staff,1
people,role_hint,groundskeeper gardener,1
people,role_hint,groundskeeping worker,1
people,role_hint,unknown,4
people,skin_tone,light,5
people,skin_tone,medium,16
safety,hazards,no,10
safety,hazards,no flagged,6
safety,hazards,unknown,6
safety,nsfw,no,10
safety,nsfw,not,10
safety,nsfw,unknown,10
texts,legibility,illegible,1
texts,plane,midground text,1
texts,side,center text,1
uncertainty,note,aesthetic quality tokens mapping partially unspecified,1
uncertainty,note,background center building facade details partially occluded,1
uncertainty,note,background center pale masonry facade partially occluded by canopy,1
uncertainty,note,background right bright sky slightly overexposed,1
uncertainty,note,distant bench details approximated,1
uncertainty,note,distant lounge chair upholstery condition partially occluded,1
uncertainty,note,exact plant species within planted bed behind railing not identifiable,1
uncertainty,note,facial features gaze not visible due to back facing orientation cap occlusion,1
uncertainty,note,long straight metal hand tool type not identifiable,1
uncertainty,note,low light gray horizontal structure background center right unclear,1
uncertainty,note,lower leg footwear details partly occluded by apron,1
uncertainty,note,lower legs person 1 partially occluded shadow railing,4
uncertainty,note,precise model function of portable cleaning canister not identifiable,1
uncertainty,note,small distant objects background right partly occluded not identifiable,29
uncertainty,note,small label on portable cleaning cart illegible,1
uncertainty,note,small objects plant species in low stone planters uncertain,1
uncertainty,note,small white handheld object hands not identifiable,1
uncertainty,note,texture detail of cleaning tool head partly occluded,1
uncertainty,note,time day ambiguous duplicate variant,1
uncertainty,note,time of day ambiguous morning late afternoon,1
uncertainty,note,unknown,9
uncertainty,token,camera focal length angle ambiguous eye level slightly low telephoto normal uncertain,1
uncertainty,token,distant left frame pathway landscape features strongly blurred indiscernible,1
uncertainty,token,embroidered chest patch text emblem details illegible due to scale blur,1
uncertainty,token,foreground center dirt track composition uncertain compacted soil or shallow rutting,1
uncertainty,token,handbag contents hardware details not visible,1
uncertainty,token,lamppost count described as least two exact count uncertain,1
uncertainty,token,midground center low round concrete stone pedestal feature exact function table birdbath planter not resolvable,1
uncertainty,token,precise fabric composition of person 1 s clothing ambiguous appears synthetic lightweight origin not verifiable,1
uncertainty,token,unknown,57
